field_1,haulid,region,year,yearsurv,month,stratum,lat,lon,depth,bottemp,surftemp_orig,adjSST,surftemp,sppocean,Freq,wtcpue
"1423860",200510-153-3020,NEFSC_NEUSFall,"2005","2005","9","3020",40.97775,-71.848667,"27","13.96","18.85","21.1030187949992","18.85",paralichthys dentatus_Atl,"12598","2.794"
"1423887",200510-156-1050,NEFSC_NEUSFall,"2005","2005","9","1050",41.194633,-71.15945,"39","13.24","18.28","20.0335119487985","18.28",paralichthys dentatus_Atl,"12598","5.78"
"1423888",200510-156-1050,NEFSC_NEUSFall,"2005","2005","9","1050",41.194633,-71.15945,"39","13.24","18.28","20.0335119487985","18.28",stenotomus chrysops_Atl,"6935","3.78"
"1423900",200510-156-1050,NEFSC_NEUSFall,"2005","2005","9","1050",41.194633,-71.15945,"39","13.24","18.28","20.0335119487985","18.28",centropristis striata_Atl,"5405","2.32"
"1423912",200510-157-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.22385,-71.494117,"34","12.91","18.56","20.0335119487985","18.56",stenotomus chrysops_Atl,"6935","2.88"
"1423913",200510-157-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.22385,-71.494117,"34","12.91","18.56","20.0335119487985","18.56",paralichthys dentatus_Atl,"12598","3.18"
"1423920",200510-157-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.22385,-71.494117,"34","12.91","18.56","20.0335119487985","18.56",centropristis striata_Atl,"5405","0.075"
"1423927",200510-158-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.3963,-71.252783,"26","14.8","18.54","20.0335119487985","18.54",stenotomus chrysops_Atl,"6935","37.62"
"1423935",200510-158-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.3963,-71.252783,"26","14.8","18.54","20.0335119487985","18.54",paralichthys dentatus_Atl,"12598","1.78"
"1423938",200510-158-3450,NEFSC_NEUSFall,"2005","2005","9","3450",41.3963,-71.252783,"26","14.8","18.54","20.0335119487985","18.54",centropristis striata_Atl,"5405","1.76"
"1423945",200510-160-1050,NEFSC_NEUSFall,"2005","2005","10","1050",40.947667,-70.949083,"53","9.91","20.49","18.0545060459078","20.49",paralichthys dentatus_Atl,"12598","1.48"
"1423969",200510-161-1050,NEFSC_NEUSFall,"2005","2005","10","1050",40.899517,-70.916867,"54","10.21","20.7","18.0545060459078","20.7",centropristis striata_Atl,"5405","0.009"
"1424042",200510-169-1100,NEFSC_NEUSFall,"2005","2005","10","1100",40.561767,-70.470167,"62","12.94","17.75","18.0545060459078","17.75",paralichthys dentatus_Atl,"12598","15.78"
"1424079",200510-171-1090,NEFSC_NEUSFall,"2005","2005","10","1090",41.142367,-70.684117,"37","14.69","19.38","15.7154287381063","19.38",centropristis striata_Atl,"5405","4.24"
"1424083",200510-171-1090,NEFSC_NEUSFall,"2005","2005","10","1090",41.142367,-70.684117,"37","14.69","19.38","15.7154287381063","19.38",paralichthys dentatus_Atl,"12598","30.94"
"1424086",200510-171-1090,NEFSC_NEUSFall,"2005","2005","10","1090",41.142367,-70.684117,"37","14.69","19.38","15.7154287381063","19.38",stenotomus chrysops_Atl,"6935","3.22"
"1424097",200510-172-3460,NEFSC_NEUSFall,"2005","2005","10","3460",41.271883,-70.565783,"24","17.4","18.19","15.7154287381063","18.19",centropristis striata_Atl,"5405","0.21"
"1424101",200510-172-3460,NEFSC_NEUSFall,"2005","2005","10","3460",41.271883,-70.565783,"24","17.4","18.19","15.7154287381063","18.19",stenotomus chrysops_Atl,"6935","3.56"
"1424103",200510-173-1090,NEFSC_NEUSFall,"2005","2005","10","1090",40.940683,-70.215617,"31","15.35","16.59","18.0545060459078","16.59",paralichthys dentatus_Atl,"12598","24.28"
"1424104",200510-173-1090,NEFSC_NEUSFall,"2005","2005","10","1090",40.940683,-70.215617,"31","15.35","16.59","18.0545060459078","16.59",centropristis striata_Atl,"5405","0.009"
"1424109",200510-173-1090,NEFSC_NEUSFall,"2005","2005","10","1090",40.940683,-70.215617,"31","15.35","16.59","18.0545060459078","16.59",stenotomus chrysops_Atl,"6935","0.14"
"1424120",200510-174-1090,NEFSC_NEUSFall,"2005","2005","10","1090",40.68765,-70.3003,"49","12.23","16.32","18.0545060459078","16.32",paralichthys dentatus_Atl,"12598","13.22"
"1424188",200510-181-3550,NEFSC_NEUSFall,"2005","2005","10","3550",40.843317,-69.8902,"34","15.46","16.22","18.4653932096408","16.22",paralichthys dentatus_Atl,"12598","24.02"
"1424189",200510-181-3550,NEFSC_NEUSFall,"2005","2005","10","3550",40.843317,-69.8902,"34","15.46","16.22","18.4653932096408","16.22",stenotomus chrysops_Atl,"6935","1.371"
"1424195",200510-181-3550,NEFSC_NEUSFall,"2005","2005","10","3550",40.843317,-69.8902,"34","15.46","16.22","18.4653932096408","16.22",centropristis striata_Atl,"5405","1.92"
"1424211",200510-182-3550,NEFSC_NEUSFall,"2005","2005","10","3550",40.9743,-69.64585,"35","14.77","14.79","18.4653932096408","14.79",paralichthys dentatus_Atl,"12598","4.06"
"1424218",200510-183-3550,NEFSC_NEUSFall,"2005","2005","10","3550",41.108517,-69.627417,"30","13.88","14","15.7208490039471","14",paralichthys dentatus_Atl,"12598","7.6"
"1424237",200510-185-1090,NEFSC_NEUSFall,"2005","2005","10","1090",40.74285,-69.343833,"41","14.7","14.92","18.4653932096408","14.92",paralichthys dentatus_Atl,"12598","20.54"
"1424453",200510-203-1190,NEFSC_NEUSFall,"2005","2005","10","1190",41.218583,-67.501983,"45","15.08","15.36","16.4327646089021","15.36",paralichthys dentatus_Atl,"12598","1.06"
"1424458",200510-204-1190,NEFSC_NEUSFall,"2005","2005","10","1190",41.410217,-67.31965,"46","16.27","16.48","16.4327646089021","16.48",paralichthys dentatus_Atl,"12598","2.92"
"1424486",200510-206-1190,NEFSC_NEUSFall,"2005","2005","10","1190",41.524017,-67.38815,"51","16.81","16.83","16.4327646089021","16.83",paralichthys dentatus_Atl,"12598","1.94"
"1424873",200510-237-1200,NEFSC_NEUSFall,"2005","2005","10","1200",41.880633,-67.651883,"35","15.73","15.73","16.4327646089021","15.73",paralichthys dentatus_Atl,"12598","3.16"
"1424965",200510-241-3590,NEFSC_NEUSFall,"2005","2005","10","3590",41.855,-70.255217,"27","8.64","11.16","15.7154287381063","11.16",centropristis striata_Atl,"5405","0.001"
"1424980",200510-242-3580,NEFSC_NEUSFall,"2005","2005","10","3580",41.7562,-70.335033,"15","10.83","10.82","15.7154287381063","10.82",centropristis striata_Atl,"5405","0.014"
"1424992",200510-242-3580,NEFSC_NEUSFall,"2005","2005","10","3580",41.7562,-70.335033,"15","10.83","10.82","15.7154287381063","10.82",stenotomus chrysops_Atl,"6935","0.056"
"1425048",200510-245-1190,NEFSC_NEUSFall,"2005","2005","10","1190",41.002633,-68.317833,"42","15.61","15.63","15.9427172090533","15.63",paralichthys dentatus_Atl,"12598","3.06"
"1425053",200510-246-1190,NEFSC_NEUSFall,"2005","2005","10","1190",41.180083,-68.0601,"43","16.03","16.03","15.9427172090533","16.03",paralichthys dentatus_Atl,"12598","1.24"
"1425064",200510-247-1200,NEFSC_NEUSFall,"2005","2005","10","1200",41.57865,-67.983017,"31","15.95","15.93","16.4327646089021","15.93",paralichthys dentatus_Atl,"12598","1.46"
"1425084",200510-248-1200,NEFSC_NEUSFall,"2005","2005","10","1200",41.481367,-68.178317,"46","15.48","15.46","15.9427172090533","15.46",paralichthys dentatus_Atl,"12598","1.34"
"1425091",200510-249-1200,NEFSC_NEUSFall,"2005","2005","10","1200",41.4137,-68.232417,"46","16.11","16.13","15.9427172090533","16.13",paralichthys dentatus_Atl,"12598","0.96"
"1425120",200510-251-1230,NEFSC_NEUSFall,"2005","2005","10","1230",41.481267,-68.45775,"85","10.69","12.98","15.9427172090533","12.98",paralichthys dentatus_Atl,"12598","1.46"
"1425871",200510-298-3550,NEFSC_NEUSFall,"2005","2005","10","3550",41.258283,-69.527717,"25","11.6","11.55","15.7208490039471","11.55",centropristis striata_Atl,"5405","0.021"
"1425901",200510-300-3660,NEFSC_NEUSFall,"2005","2005","10","3660",42.228483,-70.507033,"60","8.53","11.16","13.4480659189852","11.16",centropristis striata_Atl,"5405","0.015"
"1425919",200510-302-3640,NEFSC_NEUSFall,"2005","2005","10","3640",42.204433,-70.586633,"38",NA,NA,"13.4480659189852","13.4480659189852",stenotomus chrysops_Atl,"6935","0.16"
"1425935",200510-302-3640,NEFSC_NEUSFall,"2005","2005","10","3640",42.204433,-70.586633,"38",NA,NA,"13.4480659189852","13.4480659189852",centropristis striata_Atl,"5405","0.027"
"1426303",200510-326-1230,NEFSC_NEUSFall,"2005","2005","11","1230",41.82515,-69.81535,"79","6.28","10.64","11.5313803702007","10.64",centropristis striata_Atl,"5405","0.004"
"1426327",200510-327-3560,NEFSC_NEUSFall,"2005","2005","11","3560",41.729583,-69.909183,"15","10.39","10.7","11.5313803702007","10.7",stenotomus chrysops_Atl,"6935","0.034"
"1426333",200510-327-3560,NEFSC_NEUSFall,"2005","2005","11","3560",41.729583,-69.909183,"15","10.39","10.7","11.5313803702007","10.7",centropristis striata_Atl,"5405","0.005"
"1447231",200604-001-1030,NEFSC_NEUSSpring,"2006","2006","3","1030",39.22755,-72.712033,"115","12.81","7.06","6.37819963896557","7.06",centropristis striata_Atl,"5405","0.26"
"1447239",200604-001-1030,NEFSC_NEUSSpring,"2006","2006","3","1030",39.22755,-72.712033,"115","12.81","7.06","6.37819963896557","7.06",stenotomus chrysops_Atl,"6935","28.82"
"1447243",200604-002-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",39.265467,-72.883717,"75","9.44","7.11","6.37819963896557","7.11",stenotomus chrysops_Atl,"6935","0.18"
"1447245",200604-002-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",39.265467,-72.883717,"75","9.44","7.11","6.37819963896557","7.11",paralichthys dentatus_Atl,"12598","0.28"
"1447260",200604-003-1730,NEFSC_NEUSSpring,"2006","2006","3","1730",39.394317,-73.273117,"54","6.89","6.85","5.3775806799214","6.85",paralichthys dentatus_Atl,"12598","1.9"
"1447262",200604-004-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",39.272217,-73.2722,"57","7.77","6.85","5.3775806799214","6.85",paralichthys dentatus_Atl,"12598","1.203"
"1447280",200604-006-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",39.063233,-73.18885,"72","8.25","8.13","5.3775806799214","8.13",centropristis striata_Atl,"5405","2.66"
"1447297",200604-007-1750,NEFSC_NEUSSpring,"2006","2006","3","1750",39.065383,-72.88155,"89","12.4","7.67","6.37819963896557","7.67",paralichthys dentatus_Atl,"12598","5.02"
"1447301",200604-007-1750,NEFSC_NEUSSpring,"2006","2006","3","1750",39.065383,-72.88155,"89","12.4","7.67","6.37819963896557","7.67",centropristis striata_Atl,"5405","2.82"
"1447302",200604-007-1750,NEFSC_NEUSSpring,"2006","2006","3","1750",39.065383,-72.88155,"89","12.4","7.67","6.37819963896557","7.67",stenotomus chrysops_Atl,"6935","12.154"
"1447307",200604-008-1750,NEFSC_NEUSSpring,"2006","2006","3","1750",39.021033,-72.823033,"117","12.33","7.33","6.37819963896557","7.33",paralichthys dentatus_Atl,"12598","1.12"
"1447332",200604-010-1730,NEFSC_NEUSSpring,"2006","2006","3","1730",38.773183,-73.619567,"54","8.02","7","7.24784150086887","7",paralichthys dentatus_Atl,"12598","0.52"
"1447338",200604-011-1730,NEFSC_NEUSSpring,"2006","2006","3","1730",38.77235,-73.81195,"46","7","6.95","7.24784150086887","6.95",paralichthys dentatus_Atl,"12598","4"
"1447343",200604-012-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.647917,-73.731333,"62","9.03","8.5","7.24784150086887","8.5",paralichthys dentatus_Atl,"12598","0.46"
"1447348",200604-013-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",38.6583,-73.513317,"70","8.53","8.56","7.24784150086887","8.56",stenotomus chrysops_Atl,"6935","0.043"
"1447350",200604-013-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",38.6583,-73.513317,"70","8.53","8.56","7.24784150086887","8.56",paralichthys dentatus_Atl,"12598","2.24"
"1447356",200604-013-1740,NEFSC_NEUSSpring,"2006","2006","3","1740",38.6583,-73.513317,"70","8.53","8.56","7.24784150086887","8.56",centropristis striata_Atl,"5405","5.56"
"1447360",200604-014-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.5634,-73.545667,"73","8.71","8.76","7.24784150086887","8.76",paralichthys dentatus_Atl,"12598","1.4"
"1447361",200604-014-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.5634,-73.545667,"73","8.71","8.76","7.24784150086887","8.76",stenotomus chrysops_Atl,"6935","0.205"
"1447362",200604-014-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.5634,-73.545667,"73","8.71","8.76","7.24784150086887","8.76",centropristis striata_Atl,"5405","6.72"
"1447378",200604-016-1710,NEFSC_NEUSSpring,"2006","2006","3","1710",38.235317,-73.772633,"112","12.05","9.99","7.24784150086887","9.99",centropristis striata_Atl,"5405","13.42"
"1447390",200604-017-1690,NEFSC_NEUSSpring,"2006","2006","3","1690",38.520667,-74.119167,"51","7.16","6.18","5.62026603880805","6.18",paralichthys dentatus_Atl,"12598","1.62"
"1447398",200604-018-1690,NEFSC_NEUSSpring,"2006","2006","3","1690",38.26995,-74.315467,"47","6.87","6.85","5.62026603880805","6.85",paralichthys dentatus_Atl,"12598","0.48"
"1447419",200604-019-1690,NEFSC_NEUSSpring,"2006","2006","3","1690",38.035067,-74.573967,"40","7.56","7.09","5.62026603880805","7.09",paralichthys dentatus_Atl,"12598","0.36"
"1447426",200604-020-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",37.977817,-74.3397,"62","7.35","7.17","8.24807547585822","7.17",centropristis striata_Atl,"5405","0.7"
"1447430",200604-021-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.017617,-74.077617,"105","10.23","7.95","5.62026603880805","7.95",centropristis striata_Atl,"5405","25.78"
"1447434",200604-021-1700,NEFSC_NEUSSpring,"2006","2006","3","1700",38.017617,-74.077617,"105","10.23","7.95","5.62026603880805","7.95",stenotomus chrysops_Atl,"6935","0.176"
"1447443",200604-022-1720,NEFSC_NEUSSpring,"2006","2006","3","1720",37.705317,-74.20175,"193","11.67","9","8.24807547585822","9",paralichthys dentatus_Atl,"12598","1.4"
"1447449",200604-023-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",37.733,-74.745933,"45","8.16","6.78","8.24807547585822","6.78",paralichthys dentatus_Atl,"12598","2.12"
"1447460",200604-024-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",37.564217,-74.85205,"38","7.71","7.15","8.24807547585822","7.15",paralichthys dentatus_Atl,"12598","0.6"
"1447468",200604-025-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",37.562917,-74.556417,"64","9.28","7.84","8.24807547585822","7.84",centropristis striata_Atl,"5405","0.44"
"1447471",200604-025-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",37.562917,-74.556417,"64","9.28","7.84","8.24807547585822","7.84",stenotomus chrysops_Atl,"6935","0.105"
"1447476",200604-025-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",37.562917,-74.556417,"64","9.28","7.84","8.24807547585822","7.84",paralichthys dentatus_Atl,"12598","1.36"
"1447479",200604-026-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",37.45295,-74.59365,"66","9.7","7.67","8.24807547585822","7.67",paralichthys dentatus_Atl,"12598","0.8"
"1447484",200604-026-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",37.45295,-74.59365,"66","9.7","7.67","8.24807547585822","7.67",stenotomus chrysops_Atl,"6935","0.035"
"1447500",200604-027-1670,NEFSC_NEUSSpring,"2006","2006","3","1670",37.22945,-74.553417,"127","12.05","8.89","8.24807547585822","8.89",paralichthys dentatus_Atl,"12598","2.42"
"1447501",200604-028-1670,NEFSC_NEUSSpring,"2006","2006","3","1670",37.07025,-74.693817,"113","12.11","9.15","8.24807547585822","9.15",paralichthys dentatus_Atl,"12598","12.98"
"1447513",200604-029-1660,NEFSC_NEUSSpring,"2006","2006","3","1660",36.991367,-74.779317,"65","10.72","8.97","11.0078105125971","8.97",centropristis striata_Atl,"5405","3.94"
"1447532",200604-030-1680,NEFSC_NEUSSpring,"2006","2006","3","1680",36.56135,-74.7189,"227","12.41","11.56","11.0078105125971","11.56",paralichthys dentatus_Atl,"12598","12.88"
"1447533",200604-031-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",36.538117,-75.1704,"39","8.89","9.43","9.56582098550568","9.43",stenotomus chrysops_Atl,"6935","0.78"
"1447534",200604-031-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",36.538117,-75.1704,"39","8.89","9.43","9.56582098550568","9.43",paralichthys dentatus_Atl,"12598","9"
"1447544",200604-032-1610,NEFSC_NEUSSpring,"2006","2006","3","1610",36.43545,-75.155117,"34","9.35","9.51","9.56582098550568","9.51",paralichthys dentatus_Atl,"12598","0.52"
"1447550",200604-033-1620,NEFSC_NEUSSpring,"2006","2006","3","1620",36.276883,-74.8562,"78","12.72","10.85","11.0078105125971","10.85",paralichthys dentatus_Atl,"12598","4.68"
"1447555",200604-033-1620,NEFSC_NEUSSpring,"2006","2006","3","1620",36.276883,-74.8562,"78","12.72","10.85","11.0078105125971","10.85",centropristis striata_Atl,"5405","0.182"
"1447563",200604-034-1620,NEFSC_NEUSSpring,"2006","2006","3","1620",36.225933,-74.886367,"76","12.14","10.25","11.0078105125971","10.25",paralichthys dentatus_Atl,"12598","0.2"
"1447569",200604-034-1620,NEFSC_NEUSSpring,"2006","2006","3","1620",36.225933,-74.886367,"76","12.14","10.25","11.0078105125971","10.25",centropristis striata_Atl,"5405","0.074"
"1447583",200604-036-1630,NEFSC_NEUSSpring,"2006","2006","3","1630",36.18745,-74.783417,"179","12.33","11.24","11.0078105125971","11.24",paralichthys dentatus_Atl,"12598","2.48"
"1447723",200604-050-8500,NEFSC_NEUSSpring,"2006","2006","3","8500",35.4297,-75.202817,"32","16.19","11.18","12.0944619043908","11.18",paralichthys dentatus_Atl,"12598","0.141"
"1447725",200604-051-3430,NEFSC_NEUSSpring,"2006","2006","3","3430",35.471117,-75.39445,"20","12.12","11.26","12.0944619043908","11.26",paralichthys dentatus_Atl,"12598","0.32"
"1447737",200604-052-3440,NEFSC_NEUSSpring,"2006","2006","3","3440",35.519983,-75.350683,"25","15.25","10.54","12.0944619043908","10.54",stenotomus chrysops_Atl,"6935","0.095"
"1447739",200604-052-3440,NEFSC_NEUSSpring,"2006","2006","3","3440",35.519983,-75.350683,"25","15.25","10.54","12.0944619043908","10.54",paralichthys dentatus_Atl,"12598","2.94"
"1447748",200604-053-3420,NEFSC_NEUSSpring,"2006","2006","3","3420",35.48395,-75.454667,"12","13.14","13.05","12.0944619043908","13.05",paralichthys dentatus_Atl,"12598","0.22"
"1447764",200604-055-1610,NEFSC_NEUSSpring,"2006","2006","3","1610",35.725017,-75.191917,"36","14.04","13.04","12.0944619043908","13.04",stenotomus chrysops_Atl,"6935","0.049"
"1447768",200604-056-3410,NEFSC_NEUSSpring,"2006","2006","3","3410",35.864667,-75.41145,"25","8.93","9.94","12.0944619043908","9.94",paralichthys dentatus_Atl,"12598","0.4"
"1447779",200604-057-3410,NEFSC_NEUSSpring,"2006","2006","3","3410",35.969117,-75.461233,"23","8.25","8.62","12.0944619043908","8.62",paralichthys dentatus_Atl,"12598","0.36"
"1447783",200604-058-1610,NEFSC_NEUSSpring,"2006","2006","3","1610",36.099667,-75.274133,"35","9.16","9.43","9.56582098550568","9.43",paralichthys dentatus_Atl,"12598","1.38"
"1447807",200604-061-3400,NEFSC_NEUSSpring,"2006","2006","3","3400",36.4762,-75.77485,"19","7.74","8.31","9.56582098550568","8.31",paralichthys dentatus_Atl,"12598","3.58"
"1447825",200604-063-3380,NEFSC_NEUSSpring,"2006","2006","3","3380",36.6863,-75.726983,"20","7.49","8.48","9.56582098550568","8.48",paralichthys dentatus_Atl,"12598","0.6"
"1447827",200604-064-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",36.7222,-75.3382,"22","8.46","9.53","9.56582098550568","9.53",paralichthys dentatus_Atl,"12598","0.74"
"1447842",200604-066-3370,NEFSC_NEUSSpring,"2006","2006","3","3370",36.9378,-75.905183,"11","7.63","9.84","9.56582098550568","9.84",paralichthys dentatus_Atl,"12598","1.3"
"1447843",200604-067-3360,NEFSC_NEUSSpring,"2006","2006","3","3360",37.100767,-75.768917,"12","7.62","7.73","6.5651485095172","7.73",paralichthys dentatus_Atl,"12598","4.84"
"1447854",200604-069-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",37.1504,-75.2681,"29","9.27","9.35","6.5651485095172","9.35",paralichthys dentatus_Atl,"12598","2.14"
"1447868",200604-071-3340,NEFSC_NEUSSpring,"2006","2006","3","3340",37.294833,-75.646633,"14","7.25","7.24","6.5651485095172","7.24",paralichthys dentatus_Atl,"12598","1.6"
"1447881",200604-072-3330,NEFSC_NEUSSpring,"2006","2006","3","3330",37.423317,-75.623167,"11","8.27","8.29","6.5651485095172","8.29",paralichthys dentatus_Atl,"12598","1.64"
"1447893",200604-073-3340,NEFSC_NEUSSpring,"2006","2006","3","3340",37.393267,-75.527833,"18","7.5","7.58","6.5651485095172","7.58",centropristis striata_Atl,"5405","0.001"
"1447896",200604-073-3340,NEFSC_NEUSSpring,"2006","2006","3","3340",37.393267,-75.527833,"18","7.5","7.58","6.5651485095172","7.58",paralichthys dentatus_Atl,"12598","0.96"
"1447923",200604-075-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",37.522533,-75.113667,"31","7.88","7.8","6.5651485095172","7.8",paralichthys dentatus_Atl,"12598","0.72"
"1447926",200604-076-1650,NEFSC_NEUSSpring,"2006","2006","3","1650",37.60955,-74.968933,"28","8.23","7.63","8.24807547585822","7.63",paralichthys dentatus_Atl,"12598","2.78"
"1447934",200604-077-3310,NEFSC_NEUSSpring,"2006","2006","3","3310",37.6409,-75.404067,"16","6.99","6.99","6.5651485095172","6.99",paralichthys dentatus_Atl,"12598","2.78"
"1447948",200604-080-3310,NEFSC_NEUSSpring,"2006","2006","3","3310",37.804783,-75.346967,"13","7.6","7.6","6.5651485095172","7.6",paralichthys dentatus_Atl,"12598","0.86"
"1447970",200604-082-3270,NEFSC_NEUSSpring,"2006","2006","3","3270",38.003817,-75.21665,"13","7.19","7.18","3.90692180439222","7.18",paralichthys dentatus_Atl,"12598","0.18"
"1448026",200604-087-3290,NEFSC_NEUSSpring,"2006","2006","3","3290",38.430967,-74.879667,"17","6.66","6.66","5.62026603880805","6.66",paralichthys dentatus_Atl,"12598","0.48"
"1448044",200604-089-1690,NEFSC_NEUSSpring,"2006","2006","3","1690",38.648233,-74.462617,"35","7.38","6.98","5.62026603880805","6.98",paralichthys dentatus_Atl,"12598","0.44"
"1448102",200604-095-3220,NEFSC_NEUSSpring,"2006","2006","3","3220",38.9331,-74.748133,"15","6.32","6.49","5.62026603880805","6.49",paralichthys dentatus_Atl,"12598","1.82"
"1448142",200604-098-1690,NEFSC_NEUSSpring,"2006","2006","3","1690",38.978467,-74.32715,"33","6.99","6.52","5.62026603880805","6.52",paralichthys dentatus_Atl,"12598","0.86"
"1448164",200604-100-3210,NEFSC_NEUSSpring,"2006","2006","3","3210",39.079,-74.704617,"11","6.12","6.12","3.98770771738881","6.12",paralichthys dentatus_Atl,"12598","1.14"
"1448266",200604-113-1010,NEFSC_NEUSSpring,"2006","2006","3","1010",39.9771,-73.427067,"50","7.02","6.2","5.3775806799214","6.2",paralichthys dentatus_Atl,"12598","0.72"
"1448285",200604-114-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",39.738517,-72.90555,"74","8.67","6.41","6.37819963896557","6.41",paralichthys dentatus_Atl,"12598","0.64"
"1448286",200604-114-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",39.738517,-72.90555,"74","8.67","6.41","6.37819963896557","6.41",stenotomus chrysops_Atl,"6935","175.2"
"1448333",200604-119-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",39.86295,-72.08405,"92","12.46","6.69","6.37819963896557","6.69",centropristis striata_Atl,"5405","1.12"
"1448338",200604-119-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",39.86295,-72.08405,"92","12.46","6.69","6.37819963896557","6.69",stenotomus chrysops_Atl,"6935","0.32"
"1448340",200604-119-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",39.86295,-72.08405,"92","12.46","6.69","6.37819963896557","6.69",paralichthys dentatus_Atl,"12598","15.06"
"1448343",200604-120-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",40.1456,-71.938133,"74","10.61","6.91","5.23507154646684","6.91",paralichthys dentatus_Atl,"12598","3.14"
"1448363",200604-121-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",40.258917,-72.04085,"63","7.99","6.4","5.13907738288308","6.4",centropristis striata_Atl,"5405","0.031"
"1448389",200604-122-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.46625,-72.138383,"57","7.84","6.45","5.13907738288308","6.45",paralichthys dentatus_Atl,"12598","0.8"
"1448396",200604-123-1020,NEFSC_NEUSSpring,"2006","2006","3","1020",40.25285,-72.472933,"56","6.51","6.12","5.13907738288308","6.12",paralichthys dentatus_Atl,"12598","1.86"
"1448414",200604-125-1010,NEFSC_NEUSSpring,"2006","2006","3","1010",40.307017,-72.707117,"52","6.5","5.71","5.13907738288308","5.71",paralichthys dentatus_Atl,"12598","1.28"
"1448651",200604-152-1050,NEFSC_NEUSSpring,"2006","2006","3","1050",40.947417,-71.21285,"53","7.73","4.79","5.23507154646684","4.79",paralichthys dentatus_Atl,"12598","2"
"1448696",200604-155-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.44135,-71.434067,"73","7.73","5.19","5.23507154646684","5.19",paralichthys dentatus_Atl,"12598","2.08"
"1448707",200604-156-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.324383,-71.48795,"82","10.06","5.27","5.23507154646684","5.27",paralichthys dentatus_Atl,"12598","2.66"
"1448725",200604-157-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.100633,-71.4494,"91","12.87","4.73","5.23507154646684","4.73",paralichthys dentatus_Atl,"12598","0.96"
"1448737",200604-158-1070,NEFSC_NEUSSpring,"2006","2006","3","1070",40.21265,-71.173533,"113","13.02","4.81","5.23507154646684","4.81",paralichthys dentatus_Atl,"12598","1.16"
"1448740",200604-159-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.2828,-71.040883,"105","12.62","5.06","5.23507154646684","5.06",stenotomus chrysops_Atl,"6935","0.02"
"1448749",200604-159-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.2828,-71.040883,"105","12.62","5.06","5.23507154646684","5.06",paralichthys dentatus_Atl,"12598","10.34"
"1448756",200604-160-1060,NEFSC_NEUSSpring,"2006","2006","3","1060",40.31695,-70.960017,"104","12.75","4.87","5.45815952978093","4.87",paralichthys dentatus_Atl,"12598","10.74"
"1448781",200604-162-1070,NEFSC_NEUSSpring,"2006","2006","3","1070",40.267617,-70.710717,"117","13.31","4.75","5.45815952978093","4.75",paralichthys dentatus_Atl,"12598","7.7"
"1448785",200604-162-1070,NEFSC_NEUSSpring,"2006","2006","3","1070",40.267617,-70.710717,"117","13.31","4.75","5.45815952978093","4.75",centropristis striata_Atl,"5405","1.26"
"1448843",200604-169-1050,NEFSC_NEUSSpring,"2006","2006","3","1050",41.239417,-71.103767,"44","5.96","4.98","4.31236262351557","4.98",centropristis striata_Atl,"5405","0.009"
